제품코드,적용시작일자,급여기준,상한가,가산금,투여경로,제품명,규격,단위,업체명,분류번호,주성분코드,전문/일반,퇴장방지,의약품동등성,저가대체가산여부,예외의약품구분,임의조제불가항목,고시일자,대응코드,희귀의약품구분,판매예정일,동일 의약품,청구규격,본인부담률D(30%)여부,본인부담률A(50%)여부,본인부담률B(80%)여부,선별급여여부,변경이전약품코드,변경이후약품코드,ATC코드,ATC코드_명칭,eng_ingredient_from_benefit
642906320,2025-03-01,삭제,,,내복,알마트론정(알마게이트)_(0.5g/1정),1,정,일동제약(주),234,105203ATB,일반의약품,,,,,,2024-08-28,,,,,1,,,,,642906320,,A02AD03,almagate,almagate 0.5g
642906350,2023-09-05,급여,132,,내복,일동라푸티딘정10밀리그램_(10mg/1정),1,정,일동제약(주),232,489302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,A02BA08,lafutidine,lafutidine 10mg
642906360,2025-02-01,삭제,,,내복,파모스트정20밀리그램(파모티딘)_(20mg/1정),1,정,일동제약(주),232,157302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-07-24,,,,,1,,,,,642906360,,A02BA03,famotidine,famotidine 20mg
642906370,2023-09-05,급여,88,,내복,일동레바미피드정100밀리그램_(0.1g/1정),1,정,일동제약(주),232,222901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,A02BX14,rebamipide,rebamipide 0.1g
642906380,2022-11-01,삭제,,,내복,스티오딘정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,일동제약(주),232,430101ATB,전문의약품,,,,,,2022-10-25,,,,,1,,,,,642906380,,,,artemisiae argyi folium 95% ethanol ext.(20→1) 60mg
642906430,2025-03-01,삭제,,,내복,일동에스오메프라졸마그네슘삼수화물정40밀리그램_(44.5mg/1정),1,정,일동제약(주),232,367202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-08-28,,,,,1,,,,,642906430,,A02BC05,esomeprazole,esomeprazole magnesium (as esomeprazole 40mg)
642906440,2025-03-01,삭제,,,내복,일동에스오메프라졸마그네슘삼수화물정20밀리그램_(22.25mg/1정),1,정,일동제약(주),232,367201ATB,전문의약품,,,,,,2024-08-28,,,,,1,,,,,642906440,,A02BC05,esomeprazole,esomeprazole magnesium (as esomeprazole 20mg)
642906461,2024-11-01,삭제,,,외용,디알큐점안액(디쿠아포솔나트륨)(1회용)_(9mg/0.3mL),0.3,mL/관,일동제약(주),131,617334COS,전문의약품,,생동(사후통보),대체조제가능,,,2024-10-23,,,,,0.3,,,,,642906461,,S01XA20,artificial tears and other indifferent preparations,
642906471,2020-10-01,급여,432,0,외용,디알큐점안액(디쿠아포솔나트륨)(1회용)_(12mg/0.4mL),0.4,mL/관,일동제약(주),131,617332COS,전문의약품,,생동(사후통보),대체조제가능,,,2020-09-25,,,,202005543,0.4,,,,,,,S01XA20,artificial tears and other indifferent preparations,diquafosol sodium 12mg(30mg/mL)
642906481,2024-11-01,삭제,,,외용,디알큐점안액(디쿠아포솔나트륨)(1회용)_(13.5mg/0.45mL),0.45,mL/관,일동제약(주),131,617335COS,전문의약품,,생동(사후통보),대체조제가능,,,2024-10-23,,,,,0.45,,,,,642906481,,S01XA20,artificial tears and other indifferent preparations,diquafosol sodium 13.5mg(30mg/mL)
642906491,2024-11-01,삭제,,,외용,디알큐점안액(디쿠아포솔나트륨)(1회용)_(15mg/0.5mL),0.5,mL/관,일동제약(주),131,617333COS,전문의약품,,생동(사후통보),대체조제가능,,,2024-10-23,,,,,0.5,,,,,642906491,,S01XA20,artificial tears and other indifferent preparations,diquafosol sodium 15mg(30mg/mL)
642906520,2021-05-01,급여,808,,내복,아토미브정10/20밀리그램_(1정),1,정,일동제약(주),218,633900ATB,전문의약품,,,,,,2021-04-23,,,,,1,,,,,,,C10BA05,atorvastatin and ezetimibe,atorvastatin calcium (as atorvastatin 20mg)
642906530,2021-05-01,급여,637,,내복,아토미브정10/10밀리그램_(1정),1,정,일동제약(주),218,633800ATB,전문의약품,,,,,,2021-04-23,,,,,1,,,,,,,C10BA05,atorvastatin and ezetimibe,atorvastatin calcium (as atorvastatin 10mg)
642906540,2021-05-01,급여,1178,0,내복,아토미브정10/40밀리그램_(1정),1,정,일동제약(주),218,634800ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-04-23,,,,,1,,,,,,,C10BA05,atorvastatin and ezetimibe,atorvastatin calcium (as atorvastatin 40mg)
642906560,2022-07-01,삭제,,,내복,자렐리반정10밀리그램(리바록사반)_(10mg/1정),1,정,일동제약(주),333,511401ATB,전문의약품,,,,,,2022-06-23,,,,,1,,,,,642906560,,,,rivaroxaban(micronized) 10mg
642906570,2022-07-01,삭제,,,내복,자렐리반정15밀리그램(리바록사반)_(15mg/1정),1,정,일동제약(주),333,511402ATB,전문의약품,,,,,,2022-06-23,,,,,1,,,,,642906570,,,,rivaroxaban(micronized) 15mg
642906580,2022-07-01,삭제,,,내복,자렐리반정20밀리그램(리바록사반)_(20mg/1정),1,정,일동제약(주),333,511403ATB,전문의약품,,생동(사후통보),대체조제가능,,,2022-06-23,,,,,1,,,,,642906580,,,,rivaroxaban(micronized) 20mg
642906630,2022-03-01,급여,534,,내복,"라비에트듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)_(1정)",1,정,일동제약(주),232,704600ATB,전문의약품,,,,,,2022-02-21,,,,,1,,,,,,,A02BC54,"rabeprazole, combinations",rabeprazole sodium 10mg
642906640,2024-07-01,급여,1067,,내복,라비에트듀오정20/500밀리그램_(1정),1,정,일동제약(주),232,705900ATB,전문의약품,,,,,,2024-05-27,,,,,1,,,,,,,A02BC54,"rabeprazole, combinations",rabeprazole sodium 20mg
642906710,2023-10-01,급여,371,,내복,시타콤비정50/500밀리그램_(1정),1,정,일동제약(주),396,705200ATB,전문의약품,,,,,,2023-09-26,,,,,1,,,,,,,A10BD07,metformin and sitagliptin,metformin hydrochloride 0.5g
642906720,2023-10-01,급여,377,,내복,시타콤비정50/1000밀리그램_(1정),1,정,일동제약(주),396,705100ATB,전문의약품,,,,,,2023-09-26,,,,,1,,,,,,,A10BD07,metformin and sitagliptin,metformin hydrochloride 1g
642906730,2023-10-01,급여,371,,내복,시타콤비정50/850밀리그램_(1정),1,정,일동제약(주),396,705300ATB,전문의약품,,,,,,2023-09-26,,,,,1,,,,,,,A10BD07,metformin and sitagliptin,metformin hydrochloride 0.85g
642906740,2024-09-02,급여,453,,내복,시타모노정100밀리그램(시타글립틴염산염수화물)_(0.1134g/1정),1,정,일동제약(주),396,694203ATB,전문의약품,,,,,,2023-08-24,,,,,1,,,,,,,A10BH01,sitagliptin,sitagliptin hydrochloride hydrate (as sitagliptin 0.1g)
642906750,2023-10-01,급여,381,,내복,시타콤비엑스알서방정50/500밀리그램_(1정),1,정,일동제약(주),396,709300ATR,전문의약품,,,,,,2023-09-26,,,,,1,,,,,,,A10BD07,metformin and sitagliptin,metformin hydrochloride 0.5g
642906760,2023-10-01,급여,420,,내복,시타콤비엑스알서방정50/1000밀리그램_(1정),1,정,일동제약(주),396,709400ATR,전문의약품,,,,,,2023-09-26,,,,,1,,,,,,,A10BD07,metformin and sitagliptin,metformin hydrochloride 1g
642906770,2023-10-01,급여,572,,내복,시타콤비엑스알서방정100/1000밀리그램_(1정),1,정,일동제약(주),396,709500ATR,전문의약품,,,,,,2023-09-26,,,,,1,,,,,,,A10BD07,metformin and sitagliptin,metformin hydrochloride 1g
642906790,2024-06-09,급여,341,0,내복,리나제틴정(리나글립틴)_(5mg/1정),1,정,일동제약(주),396,616401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-05-27,,,,,1,,,,,,,A10BH05,linagliptin,linagliptin 5mg
642906810,2024-05-01,급여,393,,내복,다포르정10밀리그램(다파글리플로진비스L-프롤린)_(15.63mg/1정),1,정,일동제약(주),396,693302ATB,전문의약품,,,,,,2024-04-24,,,,,1,,,,,,,A10BK01,dapagliflozin,dapagliflozin Bis L-proline (as dapagliflozin 10mg)
642906820,2024-07-01,급여,512,,내복,다포르메트서방정10/1000밀리그램_(1정),1,정,일동제약(주),396,719200ATR,전문의약품,,,,,,2024-06-26,,,,,1,,,,,,,A10BD15,metformin and dapagliflozin,dapagliflozin Bis L-proline (as dapagliflozin 10mg)
642906830,2024-07-01,급여,473,,내복,다포르메트서방정10/500밀리그램_(1정),1,정,일동제약(주),396,719100ATR,전문의약품,,,,,,2024-06-26,,,,,1,,,,,,,A10BD15,metformin and dapagliflozin,dapagliflozin Bis L-proline (as dapagliflozin 10mg)
642906840,2024-06-09,급여,292,0,내복,리나제틴듀오정2.5/1000밀리그램_(1정),1,정,일동제약(주),396,520500ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-05-27,,,,,1,,,,,,,A10BD11,metformin and linagliptin,linagliptin 2.5mg
642906850,2024-06-09,급여,287,,내복,리나제틴듀오정2.5/850밀리그램_(1정),1,정,일동제약(주),396,520600ATB,전문의약품,,,,,,2024-05-27,,,,,1,,,,,,,A10BD11,metformin and linagliptin,linagliptin 2.5mg
642906860,2024-06-09,급여,287,,내복,리나제틴듀오정2.5/500밀리그램_(1정),1,정,일동제약(주),396,520700ATB,전문의약품,,,,,,2024-05-27,,,,,1,,,,,,,A10BD11,metformin and linagliptin,linagliptin 2.5mg
642906910,2025-03-01,급여,3879,,내복,"메만셉트정10/20밀리그램(도네페질염산염수화물, 메만틴염산염)_(1정)",1,정,일동제약(주),119,738600ATB,전문의약품,,,,,,2025-02-25,,,,,1,,,,,,,,,donepezil hydrochloride 10mg
642906920,2025-06-01,급여,541,,내복,"아토미브정10/5밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)_(1정)",1,정,일동제약(주),218,721300ATB,전문의약품,,,,,,2025-05-20,,,,,1,,,,,,,,,atorvastatin calcium (as atorvastatin 5mg)
642906960,2025-07-01,급여,13500,,내복,큐닌타정150밀리그램(닌테다닙에실산염)_(0.1806g/1정),1,정,일동제약(주),229,656102ATB,전문의약품,,,,(45),,2025-06-24,,희귀의약품,,,1,,,,,,,,,nintedanib esilate (as nintedanib 0.15g)
643100030,2017-02-01,급여,338,,내복,넥스캡슐(니자티딘)_(0.15g/1캡슐),1,캡슐,(주)바이넥스,232,202701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04850631,,A02BA04,nizatidine,nizatidine 0.15g
643100050,2017-02-01,급여,188,,내복,뉴마탈정(아세클로페낙)_(0.1g/1정),1,정,(주)바이넥스,114,100901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803151,,M01AB16,aceclofenac,aceclofenac 0.1g
643100080,2021-11-08,급여,115,0,내복,닥스펜정(덱시부프로펜)_(0.3g/1정),1,정,(주)바이넥스,114,142301ATB,일반의약품,,의약품동등,,,,,,,,,1,,,,,A04802991,,M01AE14,dexibuprofen,dexibuprofen 0.3g
643100090,2018-03-01,삭제,,,내복,닥스펜정150밀리그램(덱시부프로펜)_(0.15g/1정),1,정,(주)바이넥스,114,142302ATB,일반의약품,,,,,,2018-02-23,,,,,1,,,,,643100090,,,,dexibuprofen 0.15g
643100120,2010-11-01,삭제,,0,외용,데소넬크림(데소나이드),1,g,(주)바이넥스,264,141501CCM,전문의약품,,생동(사후통보),대체조제가능,,,2010-10-27,,,,,1,,,,,A04803551,,,,
643100160,2016-10-01,삭제,,,외용,레보트라점안액(레보플록사신),1,ml,(주)바이넥스,131,183204COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643100160,643100161,,,
643100161,2022-11-01,삭제,,,외용,레보트라점안액(레보플록사신수화물)_(25mg/5mL),5,mL/병,(주)바이넥스,131,183230COS,전문의약품,,,,,,2022-10-25,,,,,5,,,,,643100161,,,,levofloxacin 25mg(5mg/mL)
643100162,2024-07-01,급여,4042,,외용,레보트라점안액(레보플록사신수화물)_(30mg/6mL),6,mL/병,(주)바이넥스,131,183231COS,전문의약품,,생동(사후통보),대체조제가능,,,2024-05-27,,,,200705180,6,,,,,643100160,,S01AE05,levofloxacin,levofloxacin 30mg(5mg/mL)
643100170,2017-02-01,급여,119,,내복,레프정(레보설피리드)_(25mg/1정),1,정,(주)바이넥스,239,183501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803001,,A03FA,Propulsives,levosulpiride 25mg
643100180,2010-06-01,삭제,,0,내복,렌타정(로나졸락칼슘),1,정,(주)바이넥스,114,185001ATB,전문의약품,,의약품동등,,,,2009-11-25,,,,,1,,,,,A04851271,,,,
643100190,2016-10-01,삭제,,,외용,로나실덤겔(테르비나핀),1,g,(주)바이넥스,265,235603CCM,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643100190,643100191,,,
643100191,2016-01-01,급여,3765,,외용,로나실덤겔(테르비나핀)_(0.15g/15g),15,g/개,(주)바이넥스,265,235630CCM,일반의약품,,,,,,2015-12-09,,,,200705880,15,,,,,643100190,,D01AE15,terbinafine,terbinafine 0.15g(10mg/g)
643100192,2018-03-01,삭제,,,외용,로나실덤겔(테르비나핀)_(4.5g/450g),450,g/병,(주)바이넥스,265,235634CCM,일반의약품,,,,,,2018-02-23,,,,,450,,,,,643100192,,,,
643100200,2019-11-07,삭제,,,내복,로나실정(테르비나핀염산염)_(0.140625g/1정),1,정,(주)바이넥스,629,235747ATB,전문의약품,,생동(사후통보),대체조제가능,,,2019-10-30,,,,,1,,,,,643100200,,,,terbinafine hydrochloride (as terbinafine 0.125g)
643100210,2011-11-01,삭제,,0,외용,로나실크림(염산테르비나핀),1,g,(주)바이넥스,265,235701CCM,일반의약품,,,,,,2011-10-28,,,,,1,,,,,A04851091,,,,
643100220,2016-10-01,삭제,,,외용,로사신점안액(염산시프로플록사신)(수출명:바이넥스로사신점안액),1,ml,(주)바이넥스,131,134102COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643100220,643100221,,,
643100221,2017-12-01,삭제,,,외용,로사신점안액(시프로플록사신염산염수화물)_(17.5mg/5mL),5,mL/병,(주)바이넥스,131,134132COS,전문의약품,,,,,,2017-11-23,,,,,5,,,,,643100221,,,,ciprofloxacin hydrochloride (as ciprofloxacin 15mg(3mg/mL))
643100230,2017-02-01,급여,534,,내복,로페신정(록시트로마이신)_(0.15g/1정),1,정,(주)바이넥스,614,225301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04802911,,J01FA06,roxithromycin,roxithromycin 0.15g
643100260,2021-11-08,급여,522,0,내복,로프신정250mg(시프로플록사신염산염수화물)_(0.291g/1정),1,정,(주)바이넥스,629,134103ATB,전문의약품,,생동(사후통보),대체조제가능,,,,,,,,1,,,,,A04850021,,J01MA02,ciprofloxacin,ciprofloxacin hydrochloride (as ciprofloxacin 0.25g)
643100270,2010-10-01,삭제,,0,외용,루버리칸점안액(폴리비닐알코올),1,ml,(주)바이넥스,131,215501COS,일반의약품,,,,,,2010-03-25,,,,,1,,,,,A04802711,,,,
643100280,2018-03-01,삭제,,,내복,루트펜160밀리그램정(아세트아미노펜)_(0.16g/1정),1,정,(주)바이넥스,114,101401ATB,일반의약품,,의약품동등,,,,2018-02-23,,,,,1,,,,,643100280,,,,acetaminophen(encapsulated) 0.16g
643100290,2017-02-01,급여,29,,내복,루트펜325밀리그램정(아세트아미노펜)_(0.325g/1정),1,정,(주)바이넥스,114,101404ATB,일반의약품,,의약품동등,,,,2017-01-20,,,,,1,,,,,A04850171,,N02BE01,paracetamol,acetaminophen(encapsulated) 0.325g
643100300,2016-10-01,삭제,,,내복,리놀시럽(엘-카르보시스테인),1,ml,(주)바이넥스,222,123805ASY,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643100300,643100301,,,
643100301,2018-03-01,삭제,,,내복,리놀시럽(L-카르보시스테인)_(50g/1000mL),1000(1),mL/병,(주)바이넥스,222,123844ASY,일반의약품,,,,,,2018-02-23,,,,,1,,,,,643100301,,,,L-carbocysteine 50g(50mg/mL)
643100320,2018-03-01,삭제,,,내복,리놀캅셀(L-카르보시스테인)_(0.375g/1캡슐),1,캡슐,(주)바이넥스,222,123804ACH,일반의약품,,의약품동등,,,,2018-02-23,,,,,1,,,,,643100320,,,,L-carbocysteine 0.375g
643100360,2010-11-01,삭제,,0,내복,막틸정200밀리그람(설피리드),1,정,(주)바이넥스,117,233401ATB,전문의약품,,의약품동등,,,,2010-10-27,,,,,1,,,,,A04801731,,,,sulpiride 0.2g
643100370,2011-09-01,삭제,,0,내복,막틸캅셀(설피리드),1,캅셀,(주)바이넥스,232,233402ACH,전문의약품,,의약품동등,,,,2011-05-30,,,,,1,,,,,A04801131,,,,
643100380,2016-07-01,삭제,,,내복,메모린정(옥시라세탐),1,정,(주)바이넥스,119,206503ATB,전문의약품,,생동(사후통보),대체조제가능,,,2015-12-09,,,,,1,,,,,643100380,,,,
643100390,2023-09-05,급여,115,,내복,메피드정(티로프라미드염산염)_(0.1g/1정),1,정,(주)바이넥스,124,240301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803141,,A03AC05,tiropramide,tiropramide hydrochloride 0.1g
643100430,2017-02-01,급여,81,,내복,"미리놀캡슐_(아세틸시스테인, 0.2g/1캡슐)",1,캡슐,(주)바이넥스,222,101804ACH,일반의약품,,의약품동등,,,,2017-01-20,,,,,1,,,,,A04850231,,R05CB01,acetylcysteine,acetylcysteine 0.2g
643100440,2012-03-01,삭제,,0,내복,바이넥스글루코사민500캡슐(결정황산글루코사민)(수출명:글루니폰캡슐),1,캡슐,(주)바이넥스,114,166202ACH,일반의약품,,,,,,2011-11-30,,,,,1,,,,,A04852381,,,,
643100450,2011-06-01,삭제,,0,내복,바이넥스나부메톤정(수출용:바이넥스메톤정),1,정,(주)바이넥스,114,198102ATB,전문의약품,,생동(사후통보),대체조제가능,,,2010-11-29,,,,,1,,,,,A04803321,,,,nabumetone 0.5g
643100470,2015-03-01,삭제,,,내복,알로엑스정(노회엑스),1,정,(주)바이넥스,238,405301ATB,일반의약품,,의약품동등,,,,2014-08-21,,,,,1,,,,,643100470,,,,
643100480,2023-09-05,급여,454,,내복,라베넥스정10밀리그램(라베프라졸나트륨)_(10mg/1정),1,정,(주)바이넥스,232,222201ATE,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803581,,A02BC04,rabeprazole,rabeprazole sodium 10mg
643100490,2023-09-05,급여,909,,내복,라베넥스정20밀리그램(라베프라졸나트륨)_(20mg/1정),1,정,(주)바이넥스,232,222202ATE,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803591,,A02BC04,rabeprazole,rabeprazole sodium 20mg
643100500,2011-02-01,삭제,,0,내복,바이넥스란소프라졸캡슐(란소프라졸과립),1,캡슐,(주)바이넥스,232,181301ACH,전문의약품,,생동(사후통보),대체조제가능,,,2010-10-27,,,,,1,,,,,A04803271,,,,
643100550,2023-09-05,급여,372,,내복,바이넥스세파클러캡슐(세파클러수화물)_(0.25g/1캡슐),1,캡슐,(주)바이넥스,618,125201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04851901,,J01DC04,cefaclor,cefaclor hydrate 0.25g
643100590,2010-11-01,삭제,,0,주사,바이넥스세프라딘주(수출명:바이넥스티세프주),1,g/병,(주)바이넥스,618,130102BIJ,전문의약품,,,,,,2010-10-27,,,,,1,,,,,A04852321,,,,cefradine 1g
643100610,2023-09-05,급여,428,,내복,바이넥스세픽심캡슐(세픽심수화물)_(0.1g/1캡슐),1,캡슐,(주)바이넥스,618,126301ACH,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803211,,J01DD08,cefixime,cefixime hydrate 0.1g
643100670,2017-02-01,급여,90,,내복,글리렙서방정 (메트포르민염산염)_(0.5g/1정),1,정,(주)바이넥스,396,191502ATR,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803571,,A10BA02,metformin,metformin hydrochloride 0.5g
643100680,2020-11-01,삭제,,,내복,바이넥스탐스로신염산염캡슐_(0.2mg/1캡슐),1,캡슐,(주)바이넥스,259,234601ACR,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,643100680,,,,tamsulosin hydrochloride 0.2mg
643100690,2023-09-05,급여,671,,내복,바이넥스오메프라졸캡슐(오메프라졸장용성과립)_(20mg/1캡슐),1,캡슐,(주)바이넥스,232,204401ACE,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803261,,A02BC01,omeprazole,omeprazole granule(enteric coated) (as omeprazole 20mg)
643100700,2020-11-01,삭제,,,내복,바이벨정150밀리그램(이르베사르탄)_(0.15g/1정),1,정,(주)바이넥스,214,177301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,2011-06-21,,1,,,,,643100700,,,,irbesartan 0.15g
643100720,2023-09-05,급여,360,,내복,바이넥스카르베딜롤정25밀리그람_(25mg/1정),1,정,(주)바이넥스,214,125002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803291,,C07AG02,carvedilol,carvedilol 25mg
643100730,2019-07-01,삭제,,,내복,바이넥스탈니플루메이트정_(0.37g/1정),1,정,(주)바이넥스,114,234401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2018-12-21,,,,,1,,,,,643100730,,,,talniflumate 0.37g
643100750,2024-12-01,삭제,,,내복,바이넥스톨터로딘서방정4밀리그람(톨터로딘-L-타르타르산염)_(4mg/1정),1,정,(주)바이넥스,259,357103ATR,전문의약품,,,,,,2024-05-27,,,,,1,,,,,643100750,,,,tolterodine L-tartrate 4mg
643100760,2010-05-01,삭제,,0,내복,바이넥스판토프라정(판토프라졸나트륨세스키히드레이트) 40밀리그램,1,정,(주)바이넥스,232,208902ATE,전문의약품,,생동(사후통보),대체조제가능,,,2010-04-27,,,,,1,,,,,A04804681,,,,
643100770,2010-12-01,삭제,,0,내복,바이넥스판토프라정20밀리그램(판토프라졸나트륨세스키히드레이트),1,정,(주)바이넥스,232,208901ATE,전문의약품,,생동(사후통보),대체조제가능,,,2010-05-26,,,,,1,,,,,A04804671,657202190,,,
643100780,2017-08-01,삭제,,,내복,바이넥스페노바르비탈정,1,정,(주)바이넥스,112,211701ATB,전문의약품,원가+장려,의약품동등,,,향정신성의약품,2017-01-20,,,,,1,,,,,643100780,,,,phenobarbital 30mg
643100790,2023-09-05,급여,312,,내복,바이넥스펠로디핀정_(5mg/1정),1,정,(주)바이넥스,214,157501ATR,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04803331,,C08CA02,felodipine,felodipine 5mg
643100810,2013-11-01,삭제,,,내복,바이넥스플루코나졸캡슐150밀리그램,1,캡슐,(주)바이넥스,629,159905ACH,전문의약품,,,,,,2013-07-26,,,,,1,,,,,643100810,,,,fluconazole 0.15g
643100820,2017-02-01,급여,539,,내복,피오글루정15밀리그램(피오글리타존염산염)_(16.53mg/1정),1,정,(주)바이넥스,396,431901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04804721,,A10BG03,pioglitazone,pioglitazone hydrochloride (as pioglitazone 15mg)
643100830,2010-05-01,삭제,,0,내복,바이넥스황산수소클로피도그렐정,1,정,(주)바이넥스,218,136901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2010-04-27,,,,,1,,,,,A04804651,,,,clopidogrel bisulfate (as clopidogrel 75mg)
643100840,2010-11-01,삭제,,0,주사,바이넥스황산아미카신주(수출명:아키신주),2,ml/병,(주)바이넥스,612,106805BIJ,전문의약품,,,,,,2010-10-27,,,,,2,,,,,A04852341,,,,
643100850,2016-07-01,삭제,,,내복,바이디아정(나테글리니드),1,정,(주)바이넥스,396,430202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2016-06-23,,,,,1,,,,,643100850,,,,nateglinide 90mg
643100870,2010-05-01,삭제,,0,외용,바이록스액(시클로피록스올아민),1,g,(주)바이넥스,265,132804CLQ,일반의약품,,,,,,2010-04-27,,,,,1,,,,,A04854641,,,,
643100920,2011-09-01,삭제,,0,내복,바이칸캡슐(바실루스폴리퍼멘티쿠스엔에스피균),1,캡슐,(주)바이넥스,237,113305ACH,일반의약품,,,,,,2011-05-30,,,,,1,,,,,A04803381,,,,
643100930,2017-02-01,급여,413,,내복,바이코자정(로사르탄칼륨)_(50mg/1정),1,정,(주)바이넥스,214,185701ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803541,,C09CA01,losartan,losartan potassium (as losartan 45.8mg)
643100960,2023-09-05,급여,443,,내복,바이트랄엑스엘정10밀리그램(알푸조신염산염)_(10mg/1정),1,정,(주)바이넥스,259,104803ATR,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04804811,,G04CA01,alfuzosin,alfuzosin hydrochloride 10mg
643100970,2012-11-01,삭제,,0,내복,트라반서방정,1,정,(주)바이넥스,114,242302ATR,전문의약품,,생동(사후통보),대체조제가능,,,2012-10-31,,,,,1,,,,,A04804851,,,,tramadol hydrochloride 0.15g(1회/1일)
643100980,2010-11-01,삭제,,0,주사,바이티콜주(시티콜린)(수출명:바이넥스콜린주),2,ml/앰플,(주)바이넥스,219,134603BIJ,전문의약품,,,,,,2010-10-27,,,,,2,,,,,A04852001,,,,
643101020,2011-11-01,삭제,,0,내복,베니트라정(미세정제플라보노이드분획추출물),1,정,(주)바이넥스,215,163601ATB,일반의약품,,,,,,2011-10-28,,,,,1,,,,,A04854861,,,,fraction flavonoid purifiee micronise 0.5g
643101060,2016-10-01,삭제,,,외용,비레텐크림(바이포나졸),1,g,(주)바이넥스,265,117301CCM,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643101060,643101061,,,
643101061,2016-12-01,삭제,,,외용,비레텐크림(바이포나졸)_(0.1g/10g),10,g/개,(주)바이넥스,265,117330CCM,일반의약품,,,,,,2016-11-25,,,,,10,,,,,643101061,,,,
643101062,2016-12-01,삭제,,,외용,비레텐크림(바이포나졸)_(4.5g/450g),450,g/통,(주)바이넥스,265,117333CCM,일반의약품,,,,,,2016-11-25,,,,,450,,,,,643101062,,,,
643101063,2016-12-01,삭제,,,외용,비레텐크림(바이포나졸)_(0.15g/15g),15,g/개,(주)바이넥스,265,117331CCM,일반의약품,,,,,,2016-11-25,,,,,15,,,,,643101063,,,,
643101080,2011-09-01,삭제,,0,내복,비스루트산(바실루스폴리퍼멘티쿠스엔.에스피균),1,g,(주)바이넥스,237,113302APD,일반의약품,,,,,,2011-05-30,,,,,1,,,,,A04802491,,,,
643101090,2011-09-01,삭제,,0,내복,비스루트에스정(비실루스폴리퍼멘티쿠스엔.에스피),1,정,(주)바이넥스,237,113301ATB,일반의약품,,의약품동등,,,,2011-05-30,,,,,1,,,,,A04802011,,,,
643101110,2011-09-01,삭제,,0,내복,비스루트정(바실루스폴리퍼멘티쿠스엔.에스피균),1,정,(주)바이넥스,237,113303ATB,일반의약품,,의약품동등,,,,2011-05-30,,,,,1,,,,,A04801691,,,,
643101120,2011-09-01,삭제,,0,내복,비스칸산(바실루스폴리퍼멘티쿠스엔.에스피),1,g,(주)바이넥스,237,113304APD,일반의약품,,,,,,2011-05-30,,,,,1,,,,,A04850761,,,,
643101130,2016-10-01,삭제,,,내복,비스칸엔산(바실루스리케니포르미스균),1,g,(주)바이넥스,237,113201APD,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643101130,643101134,,,
